product_url,product_id,product_title,product_rating,nbr_reviews,current_price,old_price,discount_percentage
https://www.etsy.com/fr/listing/1586491059/jeu-dautocollants-5-10-ou-15,1586491059,"JEU D'AUTOCOLLANTS : 5, 10 ou 15 autocollants pour l'escalade et le bloc. Décalcomanies en vinyle imperméables pour équipement d'extérieur. Décorez votre ordinateur portable, votre notebook, votre robot",4.7843,84,3.95,0.0,0
https://www.etsy.com/fr/listing/4384203242/stickers-the-knight-and-the-moth,4384203242,Stickers - The Knight and The Moth,4.9942,1900,3.5,0.0,0
https://www.etsy.com/fr/listing/1494560646/1000-pieces-3-etiquette-en-vinyle,1494560646,"1000 pièces 3"" Étiquette en vinyle transparent personnalisée | Étiquettes personnalisées en vrac | Autocollants transparents avec logo | Autocollants transparents pour café | Autocollants pour gobelets",4.9037,640,71.98,0.0,0
https://www.etsy.com/fr/listing/1521765366/autocollants-champignons-ensemble,1521765366,Autocollants Champignons | Ensemble d'autocollants Nature Botanique | Fournitures de scrapbooking et de journal,4.8794,828,2.99,0.0,0
https://www.etsy.com/fr/listing/1678349256/stickers-prenoms-autocollant-prenoms,1678349256,Stickers prénoms - Autocollant prénoms,4.9474,510,0.5,0.0,0
https://www.etsy.com/fr/listing/1424100676/super-abordable-2010304050-feuilles,1424100676,"Super abordable, 20/10/30/40/50 feuilles, autocollants de fleurs, décoration d'album photo, lot d'autocollants pour fille, feuille d'autocollants, cadeau pour elle, cadeau d'agenda",4.7454,18900,3.29,3.66,10
https://www.etsy.com/fr/listing/1856134485/50-stickers-retro-pour-journal-stickers,1856134485,"50 stickers rétro pour journal, stickers esthétiques de scrapbooking, stickers bohèmes, stickers artistiques, stickers pour projets créatifs et bricolage",4.8662,432,3.1,8.17,62
https://www.etsy.com/fr/listing/1014722781/3-feuilles-dautocollants-mats-lot,1014722781,"3 feuilles d'autocollants mats, lot d'autocollants, lot d'autocollants, autocollants mignons, lot d'autocollants, lot d'autocollants pour agenda, autocollants pour carnet",4.9913,4000,9.49,0.0,0
https://www.etsy.com/fr/listing/4359118811/etiquettes-autocollantes-personnalisees,4359118811,"Étiquettes autocollantes personnalisées – Stickers ronds 35 40 60 mm – Baptême, Baby Shower",4.8816,6400,0.17,0.18,6
https://www.etsy.com/fr/listing/1863839618/autocollants-melanges-aufkleber-sticker,1863839618,AUTOCOLLANTS MÉLANGÉS Aufkleber Sticker Stickers ordinateur portable Planner Mystery Bundle Surprise Bag Überraschungspaket Sticker Set Motivation sarcastique,4.7836,134,2.92,3.9,25
https://www.etsy.com/fr/listing/4303482528/lot-mysterieux-dautocollants-roses-girly,4303482528,"Lot mystérieux d'autocollants roses Girly Romance, 5 ou 10 pièces | Romance rose | Livre | Livres | Lecture | Ensemble d'autocollants | Kindle | Bouteille d'eau",4.984,424,0.7,0.0,0
https://www.etsy.com/fr/listing/1671114612/autocollants-personnalises-autocollants,1671114612,"Autocollants personnalisés, Autocollants personnalisés, Autocollants en vinyle personnalisés, Vos photos comme autocollants, Imperméables, Autocollants individuels, Autocollants pour ordinateur portable",4.9454,1000,0.66,1.0,34
https://www.etsy.com/fr/listing/914759714/autocollants-personnalises-autocollants,914759714,Autocollants personnalisés Autocollants logo Autocollants personnalisés Autocollants transparents en feuille d'or,4.8737,38900,2.37,3.95,40
https://www.etsy.com/fr/listing/1823949253/50-stickers-pour-velo-daventure-stickers,1823949253,"50 stickers pour vélo d'aventure, stickers pour vélo, stickers montagne, lot d'autocollants pour casque, pack d'autocollants pour sports extrêmes bouteille d'eau, vélo",4.8758,751,3.27,8.17,60
https://www.etsy.com/fr/listing/1865060952/stickers-impermeables-fantasy-national,1865060952,"Stickers imperméables Fantasy National Park, Stickers aventure en vinyle pour les amateurs de fantastique, les paysages mystiques, les jeux de rôle sur table et les amateurs de nature",4.9477,19800,3.92,4.36,10
https://www.etsy.com/fr/listing/4353944314/50-autocollants-gothiques-vintage,4353944314,"50 autocollants gothiques vintage, autocollants tête de mort noir et blanc, autocollants punk rock, autocollants imperméables pour bagages, autocollants graffiti, autocollants rétro",4.9333,30,6.46,12.91,50
https://www.etsy.com/fr/listing/689926774/60-autocollants-et-fragments-de-papier,689926774,"60 autocollants et fragments de papier, série Retro Memories - scrapbooking, papeterie, journal, agenda, articles en papier",4.8845,6200,6.92,7.69,10
https://www.etsy.com/fr/listing/4361484374/autocollants-de-tarot-ensemble,4361484374,Autocollants de tarot | Ensemble d'autocollants Rider Waite Arcanes Majeurs | Fournitures de scrapbooking et de journal,4.8794,828,2.99,0.0,0
https://www.etsy.com/fr/listing/1819480009/lot-de-5-stickers-holographiques-au,1819480009,"Lot de 5 Stickers Holographiques au choix, Déco pour Ordinateur, Autocollant pour téléphone, Vinyle pailleté, Stickers étanches",5.0,42,5.0,0.0,0
https://www.etsy.com/fr/listing/4353630267/35-stickers-japonais-culturels-et,4353630267,"35 stickers japonais, culturels et excentriques pour le scrapbooking et le bricolage",4.9224,713,10.52,0.0,0
https://www.etsy.com/fr/listing/4359113336/etiquettes-rondes-autocollantes,4359113336,Étiquettes rondes autocollantes personnalisées – Mariage – Stickers 35 40 60 mm,4.8816,6400,0.17,0.18,6
https://www.etsy.com/fr/listing/1816352235/stickers-prenoms-autocollant-prenoms,1816352235,Stickers prénoms - Autocollant prénoms,4.9474,510,0.5,0.0,0
https://www.etsy.com/fr/listing/1889004571/autocollant-boite-de-sardines-sticker,1889004571,"Autocollant Boîte de Sardines – Sticker Fait Main en Mat, Brillant ou Holographique",4.9917,311,2.0,0.0,0
https://www.etsy.com/fr/listing/4344389639/50-autocollants-dart-abstrait,4344389639,"50 autocollants d'art abstrait, autocollants colorés de style Matisse, autocollants esthétiques imperméables pour téléphone, journal, scrapbooking, travaux manuels",4.9434,106,4.6,10.22,55
https://www.etsy.com/fr/listing/1728663012/stickers-dans-les-etoiles-et-le-temps,1728663012,Stickers Dans les étoiles et le temps,4.9667,1700,2.87,0.0,0
https://www.etsy.com/fr/listing/1408182058/autocollants-feministes-du-mois-des,1408182058,"Autocollants féministes, du Mois des fiertés, queer et pour la santé mentale | Ensemble personnalisé pour créations individuelles | Idée cadeau amusante et stimulante",4.9297,478,6.5,0.0,0
https://www.etsy.com/fr/listing/4349810103/bordel-cest-fini-sticker-vinyle,4349810103,"Bordel, c'est fini. Sticker vinyle grenouille cow-girl :",4.9922,1200,3.65,4.29,15
https://www.etsy.com/fr/listing/1683139346/46-pcs-autocollants-floraux-flocons,1683139346,"46 pcs, autocollants floraux, flocons d'autocollants, autocollants floraux, fleurs épanouies, autocollant pour agenda, autocollant de scrapbooking, journal intime, lot d'autocollants",4.7454,18900,2.42,2.69,10
https://www.etsy.com/fr/listing/956017492/autocollants-transparents-plantes-et,956017492,"Autocollants transparents, Plantes et Fleurs – Autocollants, Papeterie, Journal, Agenda, Album photo, Plante, Fleur",4.8845,6200,2.96,3.29,10
https://www.etsy.com/fr/listing/4306336605/questions-de-sante-mentale-melange,4306336605,"QUESTIONS DE SANTÉ MENTALE, mélange d'autocollants, autocollants Aufkleber, autocollants pour ordinateur portable, autocollant de guérison, vous êtes important, la thérapie est cool, vous êtes fort, anxiété",4.7836,134,2.92,3.9,25
https://www.etsy.com/fr/listing/1879145947/50-autocollants-aleatoires-pour-plantes,1879145947,"50 autocollants aléatoires pour plantes et chats, autocollants mignons pour les amoureux des chats, autocollants pour plantes, autocollants imperméables chatons pour journal, scrapbooking, travaux manuels",4.8662,432,3.1,8.17,62
https://www.etsy.com/fr/listing/1853332995/lot-de-100-autocollants-memes-droles,1853332995,"Lot de 100 autocollants mèmes drôles aléatoires, autocollants mèmes imperméables imperméables pour ordinateur portable, journal et bouteille d'eau, lot d'autocollants humoristiques, autocollants viraux",4.8386,923,7.38,21.09,65
